Plank,011000000000000000000000000000
Gym,001000000000000000000000000000
Code,001000000000000000000000000000
Bike,000000000000000000000000000000
Brush_Teeth,011000000000000000000000000000
Read,000000000000000000000000000000
Meditate,001000000000000000000000000000
PF_Train,000000000000000000000000000000
Brainstorm,000000000000000000000000000000
meal_prep,000000000000000000000000000000
